,date,product_category,total_sales
197,2017-01-17,auto,109.2
198,2017-01-17,baby,134.17
199,2017-01-17,bed_bath_table,48.9
200,2017-01-17,cool_stuff,66.9
201,2017-01-17,electronics,155.7
202,2017-01-17,fashion_bags_accessories,169.9
203,2017-01-17,fixed_telephony,21.98
204,2017-01-17,furniture_decor,599.0
205,2017-01-17,garden_tools,157.0
206,2017-01-17,health_beauty,349.9
207,2017-01-17,perfumery,93.69999999999999
208,2017-01-17,small_appliances,37.9
209,2017-01-17,sports_leisure,384.5
210,2017-01-17,toys,425.78000000000003
211,2017-01-17,watches_gifts,379.0
212,2017-01-18,auto,117.3
213,2017-01-18,baby,282.88
214,2017-01-18,bed_bath_table,68.9
215,2017-01-18,computers_accessories,240.70000000000002
216,2017-01-18,electronics,60.0
217,2017-01-18,fixed_telephony,10.99
218,2017-01-18,furniture_decor,292.39
219,2017-01-18,garden_tools,33.99
220,2017-01-18,health_beauty,613.89
221,2017-01-18,home_appliances_2,467.0
222,2017-01-18,housewares,173.85
223,2017-01-18,market_place,77.08
224,2017-01-18,pet_shop,70.83
225,2017-01-18,sports_leisure,152.9
226,2017-01-18,stationery,164.9
227,2017-01-18,toys,199.89000000000001
228,2017-01-18,watches_gifts,189.0
229,2017-01-19,auto,152.3
230,2017-01-19,baby,309.99
231,2017-01-19,bed_bath_table,289.3
232,2017-01-19,computers_accessories,84.9
233,2017-01-19,electronics,29.5
234,2017-01-19,fixed_telephony,10.99
235,2017-01-19,furniture_decor,1218.48
236,2017-01-19,health_beauty,145.0
237,2017-01-19,housewares,509.79999999999995
238,2017-01-19,market_place,62.9
239,2017-01-19,sports_leisure,698.99
240,2017-01-19,telephony,6.9
241,2017-01-19,toys,34.9
242,2017-01-20,auto,459.8
243,2017-01-20,baby,19.99
244,2017-01-20,bed_bath_table,124.9
245,2017-01-20,consoles_games,241.99
246,2017-01-20,cool_stuff,735.9
247,2017-01-20,electronics,249.9
248,2017-01-20,fashion_bags_accessories,54.9
249,2017-01-20,fashion_shoes,34.9
250,2017-01-20,furniture_decor,629.1800000000001
251,2017-01-20,garden_tools,105.99
252,2017-01-20,health_beauty,549.7
253,2017-01-20,sports_leisure,160.25
254,2017-01-20,stationery,318.44
255,2017-01-21,auto,19.0
256,2017-01-21,bed_bath_table,419.70000000000005
257,2017-01-21,computers_accessories,19.9
258,2017-01-21,consoles_games,279.98
259,2017-01-21,cool_stuff,15.8
260,2017-01-21,electronics,11.5
261,2017-01-21,fashion_male_clothing,126.9
262,2017-01-21,furniture_decor,867.09
263,2017-01-21,health_beauty,28.9
264,2017-01-21,sports_leisure,126.89000000000001
265,2017-01-21,stationery,398.05
266,2017-01-22,baby,40.0
267,2017-01-22,bed_bath_table,149.4
268,2017-01-22,consoles_games,689.89
269,2017-01-22,electronics,11.5
270,2017-01-22,fashion_underwear_beach,86.25
271,2017-01-22,fixed_telephony,90.0
272,2017-01-22,furniture_decor,657.58
273,2017-01-22,garden_tools,339.69000000000005
274,2017-01-22,health_beauty,1080.58
275,2017-01-22,housewares,14.5
276,2017-01-22,pet_shop,149.0
277,2017-01-22,sports_leisure,113.0
278,2017-01-22,toys,197.88
279,2017-01-23,agro_industry_and_commerce,43.98
280,2017-01-23,air_conditioning,299.8
281,2017-01-23,auto,595.99
282,2017-01-23,bed_bath_table,139.8
283,2017-01-23,computers_accessories,47.89
284,2017-01-23,consoles_games,329.9
285,2017-01-23,cool_stuff,117.0
286,2017-01-23,fashion_bags_accessories,299.59
287,2017-01-23,furniture_decor,274.08
288,2017-01-23,garden_tools,1155.95
289,2017-01-23,health_beauty,1206.3899999999999
290,2017-01-23,housewares,347.7
291,2017-01-23,pet_shop,135.9
292,2017-01-23,sports_leisure,1172.3600000000001
293,2017-01-23,toys,132.89000000000001
294,2017-01-24,auto,879.1
295,2017-01-24,baby,186.89000000000001
296,2017-01-24,bed_bath_table,89.9
297,2017-01-24,computers_accessories,99.0
298,2017-01-24,consoles_games,139.99
299,2017-01-24,cool_stuff,164.89
300,2017-01-24,fashio_female_clothing,22.4
301,2017-01-24,fashion_bags_accessories,79.9
302,2017-01-24,furniture_decor,249.76
303,2017-01-24,garden_tools,202.99
304,2017-01-24,health_beauty,855.79
305,2017-01-24,housewares,284.79
306,2017-01-24,market_place,224.16
307,2017-01-24,perfumery,59.9
308,2017-01-24,sports_leisure,498.9
309,2017-01-24,toys,1116.94
310,2017-01-25,auto,283.79
311,2017-01-25,bed_bath_table,179.8
312,2017-01-25,computers_accessories,67.8
313,2017-01-25,consoles_games,223.9
314,2017-01-25,cool_stuff,1027.8899999999999
315,2017-01-25,fashio_female_clothing,54.9
316,2017-01-25,fashion_bags_accessories,238.8
317,2017-01-25,fixed_telephony,12.97
318,2017-01-25,furniture_decor,732.19
319,2017-01-25,garden_tools,191.89000000000001
320,2017-01-25,health_beauty,666.75
321,2017-01-25,home_comfort_2,59.9
322,2017-01-25,housewares,80.4
323,2017-01-25,perfumery,1153.5
324,2017-01-25,small_appliances,839.0
325,2017-01-25,sports_leisure,265.9
326,2017-01-25,telephony,42.89
327,2017-01-25,toys,613.78
328,2017-01-26,auto,167.98000000000002
329,2017-01-26,baby,300.5
330,2017-01-26,bed_bath_table,292.4
331,2017-01-26,computers_accessories,48.9
332,2017-01-26,consoles_games,1137.69
333,2017-01-26,cool_stuff,695.69
334,2017-01-26,fashion_bags_accessories,82.7
335,2017-01-26,fixed_telephony,159.97
336,2017-01-26,furniture_decor,1294.28
337,2017-01-26,garden_tools,546.97
338,2017-01-26,health_beauty,588.0
339,2017-01-26,home_appliances_2,439.0
340,2017-01-26,home_comfort_2,12.9
341,2017-01-26,housewares,374.15
342,2017-01-26,kitchen_dining_laundry_garden_furniture,110.0
343,2017-01-26,luggage_accessories,142.8
344,2017-01-26,perfumery,1579.3
345,2017-01-26,security_and_services,183.29
346,2017-01-26,sports_leisure,2968.1
347,2017-01-26,stationery,369.79999999999995
348,2017-01-26,telephony,39.0
349,2017-01-26,toys,71.65
350,2017-01-26,watches_gifts,1299.0
351,2017-01-27,air_conditioning,174.9
352,2017-01-27,baby,1283.98
353,2017-01-27,bed_bath_table,154.89
354,2017-01-27,books_general_interest,124.99
355,2017-01-27,computers_accessories,2224.75
356,2017-01-27,consoles_games,487.70000000000005
357,2017-01-27,cool_stuff,315.94
358,2017-01-27,fashion_bags_accessories,24.9
359,2017-01-27,fixed_telephony,6.99
360,2017-01-27,food,15.32
361,2017-01-27,furniture_decor,1039.75
362,2017-01-27,furniture_living_room,407.97
363,2017-01-27,garden_tools,29.99
364,2017-01-27,health_beauty,604.34
365,2017-01-27,musical_instruments,339.74
366,2017-01-27,office_furniture,439.96
367,2017-01-27,perfumery,207.6
368,2017-01-27,pet_shop,318.49
369,2017-01-27,sports_leisure,368.19
370,2017-01-27,stationery,299.9
371,2017-01-27,telephony,49.0
372,2017-01-27,toys,456.87
373,2017-01-27,watches_gifts,1299.0
374,2017-01-28,air_conditioning,189.0
375,2017-01-28,auto,347.2
376,2017-01-28,baby,704.0
377,2017-01-28,bed_bath_table,118.80000000000001
378,2017-01-28,cool_stuff,1033.8899999999999
379,2017-01-28,electronics,59.9
380,2017-01-28,furniture_decor,449.98
381,2017-01-28,garden_tools,22.79
382,2017-01-28,health_beauty,679.8
383,2017-01-28,home_appliances_2,209.9
384,2017-01-28,housewares,60.0
385,2017-01-28,office_furniture,119.6
386,2017-01-28,perfumery,489.9
387,2017-01-28,sports_leisure,213.5
388,2017-01-28,telephony,160.97
389,2017-01-28,toys,111.97999999999999
390,2017-01-29,baby,1934.0
391,2017-01-29,bed_bath_table,269.79
392,2017-01-29,computers_accessories,26.9
393,2017-01-29,consoles_games,309.9
394,2017-01-29,fashion_bags_accessories,204.70000000000002
395,2017-01-29,food,27.5
396,2017-01-29,furniture_decor,494.8
397,2017-01-29,furniture_living_room,209.99
398,2017-01-29,garden_tools,110.0
399,2017-01-29,health_beauty,182.8
400,2017-01-29,housewares,252.6
401,2017-01-29,luggage_accessories,239.9
402,2017-01-29,perfumery,859.1999999999999
403,2017-01-29,sports_leisure,272.3
404,2017-01-29,toys,259.98
405,2017-01-29,watches_gifts,222.4
406,2017-01-30,auto,596.2
407,2017-01-30,baby,374.89
408,2017-01-30,bed_bath_table,705.89
409,2017-01-30,computers,2199.99
410,2017-01-30,computers_accessories,608.6
411,2017-01-30,cool_stuff,318.99
412,2017-01-30,fashion_underwear_beach,51.0
413,2017-01-30,furniture_decor,833.4000000000001
414,2017-01-30,furniture_living_room,311.96999999999997
415,2017-01-30,garden_tools,844.8
416,2017-01-30,health_beauty,1166.49
417,2017-01-30,home_appliances_2,559.0
418,2017-01-30,housewares,166.4
419,2017-01-30,market_place,25.0
420,2017-01-30,perfumery,449.79999999999995
421,2017-01-30,small_appliances,199.0
422,2017-01-30,sports_leisure,332.98
423,2017-01-30,telephony,111.76999999999998
424,2017-01-30,toys,384.98
425,2017-01-31,agro_industry_and_commerce,21.99
426,2017-01-31,auto,99.98
427,2017-01-31,baby,444.99
428,2017-01-31,bed_bath_table,449.49
429,2017-01-31,books_general_interest,109.9
430,2017-01-31,computers_accessories,51.9
431,2017-01-31,consoles_games,453.7
432,2017-01-31,cool_stuff,372.09000000000003
433,2017-01-31,dvds_blu_ray,29.8
434,2017-01-31,fashion_bags_accessories,49.9
435,2017-01-31,fixed_telephony,10.99
436,2017-01-31,furniture_decor,985.07
437,2017-01-31,furniture_living_room,311.96999999999997
438,2017-01-31,health_beauty,1272.34
439,2017-01-31,home_appliances_2,241.88
440,2017-01-31,housewares,44.5
441,2017-01-31,luggage_accessories,109.8
442,2017-01-31,market_place,25.0
443,2017-01-31,office_furniture,598.79
444,2017-01-31,perfumery,219.7
445,2017-01-31,small_appliances,109.9
446,2017-01-31,sports_leisure,631.78
447,2017-01-31,telephony,298.97
448,2017-01-31,toys,66.99
449,2017-01-31,watches_gifts,3441.95
450,2017-02-01,auto,411.0
451,2017-02-01,baby,35.0
452,2017-02-01,bed_bath_table,205.70000000000002
453,2017-02-01,books_general_interest,49.9
454,2017-02-01,computers_accessories,541.54
455,2017-02-01,cool_stuff,1392.8
456,2017-02-01,fashion_bags_accessories,77.9
457,2017-02-01,fixed_telephony,10.99
458,2017-02-01,food,149.9
459,2017-02-01,furniture_decor,875.36
460,2017-02-01,garden_tools,135.9
461,2017-02-01,health_beauty,1359.18
462,2017-02-01,luggage_accessories,129.9
463,2017-02-01,market_place,62.9
464,2017-02-01,office_furniture,384.96000000000004
465,2017-02-01,perfumery,172.70000000000002
466,2017-02-01,pet_shop,162.4
467,2017-02-01,small_appliances,159.99
468,2017-02-01,sports_leisure,529.89
469,2017-02-01,telephony,55.980000000000004
470,2017-02-01,toys,226.88
471,2017-02-01,watches_gifts,298.0
472,2017-02-02,audio,29.9
473,2017-02-02,auto,59.9
474,2017-02-02,bed_bath_table,109.99
475,2017-02-02,computers_accessories,236.8
476,2017-02-02,consoles_games,1211.6
477,2017-02-02,construction_tools_construction,149.9
478,2017-02-02,cool_stuff,1192.27
479,2017-02-02,fashion_male_clothing,38.4
480,2017-02-02,furniture_decor,630.45
481,2017-02-02,furniture_living_room,311.96999999999997
482,2017-02-02,garden_tools,262.9
483,2017-02-02,health_beauty,1215.3799999999999
484,2017-02-02,luggage_accessories,109.8
485,2017-02-02,office_furniture,119.97
486,2017-02-02,perfumery,179.7
487,2017-02-02,small_appliances,249.70000000000002
488,2017-02-02,sports_leisure,669.6
489,2017-02-02,stationery,389.79999999999995
490,2017-02-02,tablets_printing_image,198.0
491,2017-02-02,telephony,345.67
492,2017-02-02,toys,224.99
493,2017-02-02,watches_gifts,798.97
494,2017-02-03,auto,379.0
495,2017-02-03,bed_bath_table,179.8
496,2017-02-03,computers_accessories,26.9
497,2017-02-03,consoles_games,398.0
498,2017-02-03,cool_stuff,171.39
499,2017-02-03,fashion_bags_accessories,239.70000000000002
500,2017-02-03,furniture_decor,885.0699999999999
501,2017-02-03,health_beauty,1452.37
502,2017-02-03,home_appliances_2,15.99
503,2017-02-03,luggage_accessories,109.9
504,2017-02-03,musical_instruments,1297.25
505,2017-02-03,office_furniture,699.9100000000001
506,2017-02-03,perfumery,389.5
507,2017-02-03,sports_leisure,573.87
508,2017-02-03,stationery,94.9
509,2017-02-03,telephony,958.89
510,2017-02-03,toys,1558.7800000000002
511,2017-02-03,watches_gifts,24.9
512,2017-02-04,auto,313.38
513,2017-02-04,baby,79.9
514,2017-02-04,bed_bath_table,309.8
515,2017-02-04,computers_accessories,126.78999999999999
516,2017-02-04,consoles_games,239.9
517,2017-02-04,cool_stuff,339.88
518,2017-02-04,fashion_bags_accessories,199.99
519,2017-02-04,fashion_underwear_beach,49.98
520,2017-02-04,furniture_decor,768.39
521,2017-02-04,furniture_living_room,796.0
522,2017-02-04,garden_tools,449.70000000000005
523,2017-02-04,health_beauty,3129.25
524,2017-02-04,home_confort,94.76
525,2017-02-04,housewares,86.8
526,2017-02-04,luggage_accessories,54.9
527,2017-02-04,office_furniture,129.99
528,2017-02-04,perfumery,449.5
529,2017-02-04,pet_shop,288.7
530,2017-02-04,small_appliances,163.9
531,2017-02-04,sports_leisure,516.98
532,2017-02-04,stationery,164.9
533,2017-02-04,telephony,208.0
534,2017-02-04,toys,229.89
535,2017-02-04,watches_gifts,239.0
536,2017-02-05,agro_industry_and_commerce,21.99
537,2017-02-05,auto,279.64
538,2017-02-05,baby,100.0
539,2017-02-05,bed_bath_table,1183.8700000000001
540,2017-02-05,cool_stuff,119.99
541,2017-02-05,fashion_bags_accessories,174.7
542,2017-02-05,fashion_underwear_beach,51.0
543,2017-02-05,fixed_telephony,38.89
544,2017-02-05,furniture_decor,1460.69
545,2017-02-05,garden_tools,75.9
546,2017-02-05,health_beauty,1586.46
547,2017-02-05,luggage_accessories,174.9
548,2017-02-05,musical_instruments,290.47
549,2017-02-05,office_furniture,1026.54
550,2017-02-05,perfumery,59.9
551,2017-02-05,pet_shop,178.9
552,2017-02-05,sports_leisure,779.06
553,2017-02-05,stationery,169.9
554,2017-02-05,telephony,325.95000000000005
555,2017-02-05,watches_gifts,24.9
556,2017-02-06,auto,542.29
557,2017-02-06,bed_bath_table,955.2900000000001
558,2017-02-06,computers_accessories,30.0
559,2017-02-06,consoles_games,399.99
560,2017-02-06,cool_stuff,1477.76
561,2017-02-06,dvds_blu_ray,14.9
562,2017-02-06,fashion_bags_accessories,44.8
563,2017-02-06,fixed_telephony,29.9
564,2017-02-06,furniture_decor,876.52
565,2017-02-06,garden_tools,35.0
566,2017-02-06,health_beauty,1190.74
567,2017-02-06,housewares,386.7
568,2017-02-06,market_place,25.99
569,2017-02-06,perfumery,609.8
570,2017-02-06,pet_shop,109.99
571,2017-02-06,small_appliances,113.99
572,2017-02-06,sports_leisure,693.58
573,2017-02-06,telephony,544.94
574,2017-02-06,toys,313.78999999999996
575,2017-02-06,watches_gifts,239.0
576,2017-02-07,auto,712.3000000000001
577,2017-02-07,baby,279.89
578,2017-02-07,bed_bath_table,597.09
579,2017-02-07,computers_accessories,873.29
580,2017-02-07,cool_stuff,492.68
581,2017-02-07,costruction_tools_garden,579.98
582,2017-02-07,electronics,106.95
583,2017-02-07,fashion_bags_accessories,232.49
584,2017-02-07,fashion_male_clothing,64.9
585,2017-02-07,fashion_underwear_beach,52.0
586,2017-02-07,food,15.32
587,2017-02-07,furniture_decor,1060.49
588,2017-02-07,furniture_living_room,311.96999999999997
589,2017-02-07,garden_tools,389.0
590,2017-02-07,health_beauty,394.99
591,2017-02-07,luggage_accessories,174.8
592,2017-02-07,market_place,25.9
593,2017-02-07,musical_instruments,24.9
594,2017-02-07,office_furniture,496.91
595,2017-02-07,perfumery,438.7
596,2017-02-07,pet_shop,45.0
597,2017-02-07,small_appliances,635.9
598,2017-02-07,sports_leisure,1733.15
599,2017-02-07,stationery,229.8
600,2017-02-07,tablets_printing_image,99.0
601,2017-02-07,telephony,1163.8200000000002
602,2017-02-07,toys,194.94
603,2017-02-07,watches_gifts,1866.04
604,2017-02-08,agro_industry_and_commerce,21.99
605,2017-02-08,auto,1245.2
606,2017-02-08,baby,207.8
607,2017-02-08,bed_bath_table,384.92
608,2017-02-08,books_general_interest,219.31
609,2017-02-08,computers_accessories,305.8
610,2017-02-08,cool_stuff,239.99
611,2017-02-08,electronics,39.9
612,2017-02-08,fixed_telephony,10.99
613,2017-02-08,food,149.9
614,2017-02-08,furniture_decor,847.24
615,2017-02-08,furniture_living_room,398.0
616,2017-02-08,garden_tools,449.9
617,2017-02-08,health_beauty,857.13
618,2017-02-08,housewares,381.79
619,2017-02-08,luggage_accessories,370.6
620,2017-02-08,market_place,19.990000000000002
621,2017-02-08,office_furniture,1016.78
622,2017-02-08,perfumery,659.8
623,2017-02-08,pet_shop,73.99
624,2017-02-08,small_appliances,425.73
625,2017-02-08,sports_leisure,813.2
626,2017-02-08,stationery,553.51
627,2017-02-08,telephony,29.78
628,2017-02-08,toys,199.85
629,2017-02-08,watches_gifts,1323.0
630,2017-02-09,auto,1500.68
631,2017-02-09,baby,23.9
632,2017-02-09,bed_bath_table,845.6
633,2017-02-09,books_general_interest,109.9
634,2017-02-09,computers_accessories,334.9
635,2017-02-09,cool_stuff,510.42999999999995
636,2017-02-09,fashion_bags_accessories,199.98000000000002
637,2017-02-09,fashion_underwear_beach,24.99
638,2017-02-09,furniture_decor,800.44
639,2017-02-09,garden_tools,236.99
640,2017-02-09,health_beauty,386.69
641,2017-02-09,home_construction,186.9
642,2017-02-09,housewares,321.2
643,2017-02-09,office_furniture,1583.87
644,2017-02-09,perfumery,619.8
645,2017-02-09,pet_shop,109.4
646,2017-02-09,small_appliances,308.99
647,2017-02-09,sports_leisure,344.98
648,2017-02-09,stationery,89.9
649,2017-02-09,telephony,170.78
650,2017-02-09,toys,88.3
651,2017-02-10,air_conditioning,109.0
652,2017-02-10,auto,969.83
653,2017-02-10,baby,175.9
654,2017-02-10,bed_bath_table,666.59
655,2017-02-10,computers_accessories,4091.7799999999997
656,2017-02-10,consoles_games,314.8
657,2017-02-10,cool_stuff,504.99
658,2017-02-10,fashio_female_clothing,119.0
659,2017-02-10,fashion_male_clothing,59.9
660,2017-02-10,furniture_decor,180.39999999999998
661,2017-02-10,garden_tools,880.89
662,2017-02-10,health_beauty,849.79
663,2017-02-10,housewares,64.8
664,2017-02-10,market_place,76.9
665,2017-02-10,office_furniture,969.1099999999999
666,2017-02-10,perfumery,379.9
667,2017-02-10,pet_shop,59.9
668,2017-02-10,small_appliances,25.0
669,2017-02-10,sports_leisure,299.49
670,2017-02-10,stationery,30.9
671,2017-02-10,tablets_printing_image,99.0
672,2017-02-10,telephony,276.96000000000004
673,2017-02-10,toys,436.78
674,2017-02-10,watches_gifts,1450.93
675,2017-02-11,baby,50.0
676,2017-02-11,bed_bath_table,103.1
677,2017-02-11,computers_accessories,110.6
678,2017-02-11,fashion_bags_accessories,49.9
679,2017-02-11,fashion_underwear_beach,146.0
680,2017-02-11,furniture_decor,788.99
681,2017-02-11,health_beauty,218.79
682,2017-02-11,housewares,331.40000000000003
683,2017-02-11,market_place,29.9
684,2017-02-11,office_furniture,996.5500000000001
685,2017-02-11,perfumery,9.9
686,2017-02-11,pet_shop,58.55
687,2017-02-11,small_appliances,163.9
688,2017-02-11,sports_leisure,487.68
689,2017-02-11,stationery,89.9
690,2017-02-11,telephony,273.86
691,2017-02-11,toys,272.69
692,2017-02-12,agro_industry_and_commerce,92.9
693,2017-02-12,auto,9.99
694,2017-02-12,baby,50.0
695,2017-02-12,bed_bath_table,664.1
696,2017-02-12,computers_accessories,119.9
697,2017-02-12,consoles_games,46.0
698,2017-02-12,construction_tools_construction,149.9
699,2017-02-12,cool_stuff,385.0
700,2017-02-12,electronics,121.8
701,2017-02-12,fashion_bags_accessories,288.9
702,2017-02-12,fashion_shoes,37.25
703,2017-02-12,fixed_telephony,34.99
704,2017-02-12,furniture_decor,325.79
705,2017-02-12,garden_tools,475.19
706,2017-02-12,health_beauty,670.8
707,2017-02-12,home_appliances,159.0
